,geoUID,r_external_5yr,r_inter_5yr,r_internal_5yr,r_intra_5yr,r_migrants_5yr,r_movers_5yr,r_nonMigrants_5yr,r_nonMovers_5yr
41315.000,47060428.000,0.000,0.667,0.857,0.500,0.333,0.269,7.000,0.718
41316.000,47060429.000,0.000,1.000,1.250,0.400,0.333,0.158,3.500,0.855
41317.000,47060430.000,0.333,0.750,0.667,0.500,0.214,0.176,4.400,0.824
41318.000,47060432.000,0.375,1.000,0.625,0.000,0.571,0.322,0.722,0.678
41319.000,47060433.000,0.000,0.455,0.846,0.636,0.295,0.667,2.667,0.348
41320.000,47060434.000,0.000,0.000,0.000,0.000,0.000,0.280,750000.000,0.700
41321.000,47060435.000,0.571,0.667,0.429,0.000,0.350,0.282,1.182,0.718
41322.000,47060436.000,0.538,0.000,0.538,0.857,0.245,0.535,1.905,0.465
41323.000,47060437.000,0.222,0.286,0.778,0.714,0.360,0.476,1.032,0.524
41324.000,47060438.000,0.000,0.500,1.000,0.500,0.148,0.267,2.875,0.733
41325.000,47060439.000,0.000,0.667,1.000,0.000,0.103,0.387,2.364,0.613
41326.000,47060440.000,0.455,0.000,0.636,1.000,0.282,0.448,1.227,0.552
41327.000,47060441.000,0.000,0.000,1.000,1.167,0.130,0.495,1.905,0.495
41328.000,47060442.000,0.000,0.222,1.000,0.667,0.273,0.434,2.400,0.566
41329.000,47060443.000,0.414,0.118,0.586,0.882,0.492,0.476,0.698,0.524
41330.000,47060444.000,0.500,1.000,0.375,0.000,0.167,0.527,1.864,0.473
41331.000,47060445.000,0.250,0.125,0.800,0.875,0.286,0.461,1.724,0.539
41332.000,47060446.000,0.781,0.000,0.187,0.667,0.561,0.533,1.130,0.467
41333.000,47060448.000,0.176,0.154,0.765,0.846,0.531,0.314,1.067,0.696
41334.000,47060449.000,1.000,0.000,0.000,0.000,0.167,0.121,1.667,0.879
41335.000,47060450.000,0.400,0.750,0.800,0.000,0.098,0.357,2.300,0.643
41336.000,47060451.000,0.000,0.000,1.000,0.667,0.333,0.200,350000.000,0.800
41337.000,47060452.000,0.000,0.000,1.000,1.000,0.273,0.177,450000.000,0.806
41338.000,47060453.000,0.480,0.846,0.520,0.231,0.379,0.564,1.333,0.436
41339.000,47060454.000,0.558,0.619,0.488,0.333,0.467,0.590,1.114,0.404
41340.000,47060455.000,0.381,0.500,0.571,0.583,0.488,0.350,1.833,0.650
41341.000,47060456.000,0.500,0.286,0.500,0.714,0.359,0.339,1.923,0.661
41342.000,47060486.000,0.545,0.333,0.545,0.667,0.478,0.329,2.600,0.657
41343.000,47060487.000,0.776,0.615,0.224,0.308,0.682,0.607,0.659,0.386
41344.000,47060488.000,0.818,0.500,0.182,0.750,0.647,0.343,1.182,0.646
41345.000,47060489.000,0.660,0.611,0.360,0.333,0.649,0.527,0.651,0.473
41346.000,47060490.000,0.538,0.714,0.538,0.286,0.325,0.404,1.929,0.596
41347.000,47060491.000,1.000,0.000,0.000,0.000,0.375,0.240,3.750,0.760
41348.000,47060492.000,0.630,0.500,0.370,0.400,0.474,0.518,2.385,0.482
41349.000,47060493.000,0.400,0.500,0.533,0.500,0.366,0.320,1.588,0.672
41350.000,47060494.000,1.000,100000.000,0.000,0.000,0.125,0.255,10.500,0.745
41351.000,47060495.000,1.000,0.000,0.500,0.000,0.129,0.242,3.000,0.758
41352.000,47060503.000,0.120,0.625,0.960,0.333,0.385,0.323,1.393,0.677
41353.000,47060504.000,0.000,0.800,0.909,0.200,0.244,0.319,4.375,0.681
41354.000,47060505.000,0.400,0.154,0.650,0.846,0.312,0.317,1.517,0.683
41355.000,47060506.000,0.431,0.379,0.569,0.621,0.500,0.518,1.159,0.487
41356.000,47060507.000,0.000,0.625,0.727,0.375,0.220,0.321,1.905,0.673
41357.000,47060509.000,0.632,0.500,0.316,0.500,0.365,0.591,1.522,0.409
41358.000,47060510.000,NA,NA,NA,NA,NA,NA,NA,NA
41359.000,47060511.000,0.000,0.286,1.000,0.714,0.824,0.347,0.333,0.673
41360.000,47060512.000,NA,NA,NA,NA,NA,NA,NA,NA
41361.000,47060513.000,0.300,0.000,0.700,0.857,0.769,0.722,0.400,0.278
41362.000,47060514.000,0.000,0.312,1.000,0.750,0.762,0.404,0.714,0.577
41363.000,47060515.000,0.000,0.000,1.000,1.000,1.000,0.214,100000.000,0.714
41364.000,47060516.000,NA,NA,NA,NA,NA,NA,NA,NA
41365.000,47060517.000,0.000,0.000,1.500,0.667,0.667,0.231,0.000,0.769
41366.000,47060518.000,0.000,0.194,1.000,0.839,0.886,0.261,0.214,0.746
41367.000,47060519.000,0.220,0.075,0.800,0.900,0.833,0.400,0.385,0.600
41368.000,47060520.000,NA,NA,NA,NA,NA,NA,NA,NA
41369.000,47060521.000,0.000,0.000,0.000,100000.000,1.000,0.143,0.000,0.857
41370.000,47060522.000,NA,NA,NA,NA,NA,NA,NA,NA
41371.000,47060523.000,0.000,0.000,1.000,1.333,0.750,0.267,0.000,0.733
41372.000,47060524.000,NA,NA,NA,NA,NA,NA,NA,NA
41373.000,47060525.000,0.000,0.111,1.000,0.889,0.900,0.345,0.400,0.672
41374.000,47060526.000,0.000,0.000,1.000,1.000,1.000,0.100,0.000,0.900
41375.000,47060527.000,0.000,0.280,1.000,0.680,0.893,0.272,0.300,0.738
41376.000,47060528.000,0.000,0.000,1.000,1.000,1.000,0.154,0.000,0.846
41377.000,47060529.000,0.000,0.300,1.000,0.700,0.833,0.240,0.333,0.760
41378.000,47060530.000,0.000,0.000,0.800,0.750,0.833,0.079,0.667,0.921
41379.000,47060531.000,NA,NA,NA,NA,NA,NA,NA,NA
41380.000,47060532.000,0.000,0.043,1.000,0.957,0.904,0.433,0.556,0.567
41381.000,47060533.000,0.000,0.130,1.000,0.870,0.793,0.276,1.000,0.724
41382.000,47060534.000,0.000,0.095,0.955,1.000,0.667,0.292,0.667,0.708
41383.000,47060535.000,0.000,0.158,0.950,0.842,0.541,0.378,2.000,0.633
41384.000,47060536.000,0.000,0.241,1.000,0.724,0.744,0.386,0.526,0.624
41385.000,47060537.000,0.000,0.065,1.000,0.935,0.767,0.429,0.824,0.571
41386.000,47060538.000,0.000,0.194,1.000,0.774,0.969,0.250,0.222,0.758
41387.000,47060539.000,0.000,1.000,0.750,0.000,0.800,0.357,100000.000,0.643
41388.000,47060541.000,0.000,0.000,1.000,1.000,1.000,0.222,0.000,0.778
41389.000,47060544.000,0.000,0.214,0.933,0.786,0.882,0.185,0.286,0.826
41390.000,47060545.000,0.000,0.000,1.000,1.062,0.533,0.319,2.167,0.691
41391.000,47060546.000,0.000,0.000,1.000,1.000,1.000,0.437,0.000,0.562
41392.000,47060547.000,0.000,0.200,1.000,0.800,0.667,0.357,1.000,0.619
41393.000,47060548.000,0.167,0.000,0.889,0.937,0.818,0.224,0.750,0.776
41394.000,47060549.000,0.000,0.000,1.333,0.500,1.000,0.176,0.000,0.765
41395.000,47060550.000,0.000,0.118,1.000,0.882,0.773,0.667,0.625,0.303
41396.000,47060551.000,0.000,0.000,1.125,0.889,0.889,0.138,0.000,0.846
41397.000,47060552.000,0.167,0.545,0.917,0.545,0.923,0.382,0.000,0.647
41398.000,47060556.000,0.000,0.400,1.000,0.600,0.333,0.172,1.500,0.828
41399.000,47060557.000,0.333,1.000,0.833,0.400,0.500,0.214,3.000,0.786
41400.000,47060558.000,0.000,0.000,1.000,1.000,0.500,0.293,3.000,0.683
41401.000,47060560.000,0.083,0.000,0.958,0.957,0.727,0.209,1.111,0.791
41402.000,47060563.000,0.000,0.250,1.000,0.875,0.800,0.222,0.000,0.778
41403.000,47060566.000,0.000,0.308,0.929,0.692,0.700,0.192,1.000,0.798
41404.000,47060570.000,0.000,0.429,1.000,0.571,0.700,0.145,0.286,0.870
41405.000,47060571.000,0.444,0.400,0.556,0.800,0.818,0.120,0.429,0.880
41406.000,47060572.000,0.000,0.097,1.000,0.919,0.925,0.504,0.385,0.496
41407.000,47060573.000,0.000,0.067,1.000,0.967,0.882,0.410,0.286,0.578
41408.000,47060574.000,0.000,0.000,1.000,1.000,0.857,0.165,0.500,0.824
41409.000,47060575.000,0.000,0.211,0.950,0.842,0.870,0.228,0.500,0.772
41410.000,47060576.000,0.135,0.244,0.865,0.778,0.929,0.431,0.222,0.562
41411.000,47060577.000,0.000,0.000,0.937,1.000,0.640,0.197,0.526,0.803
41412.000,47060578.000,0.000,0.105,0.950,0.947,1.000,0.263,0.400,0.737
41413.000,47060579.000,0.000,0.182,1.000,0.818,0.611,0.138,2.333,0.862
41414.000,47060580.000,0.000,0.417,1.000,0.583,1.000,0.197,0.000,0.787
41415.000,47060581.000,0.158,0.000,0.842,0.937,0.950,0.465,0.222,0.535
41416.000,47060582.000,0.000,0.000,0.750,1.333,0.571,0.167,150000.000,0.810
41417.000,47060583.000,0.000,0.143,1.077,0.857,0.650,0.263,0.857,0.724
41418.000,47060584.000,0.000,0.261,1.000,0.739,0.920,0.202,0.429,0.790
41419.000,47060585.000,0.114,0.133,0.857,0.867,0.854,0.526,2.000,0.474
41420.000,47060586.000,0.000,0.125,1.000,0.875,0.667,0.207,0.700,0.802
41421.000,47060587.000,0.000,0.077,0.963,0.962,0.675,0.360,2.167,0.640
41422.000,47060588.000,0.000,0.333,1.050,0.619,0.909,0.239,0.000,0.772
41423.000,47060589.000,0.000,0.250,1.000,1.000,0.333,0.264,1.778,0.736
41424.000,47060590.000,0.000,0.300,1.000,0.700,0.833,0.353,0.500,0.647
41425.000,47060591.000,0.333,0.500,0.667,1.000,0.240,0.258,2.857,0.742
41426.000,47060592.000,0.000,0.000,1.000,0.917,1.000,0.171,0.000,0.829
41427.000,47060593.000,0.167,0.200,0.833,1.000,0.857,0.215,0.182,0.785
41428.000,47060594.000,0.000,0.000,1.000,0.000,0.500,0.103,150000.000,0.897
41429.000,47060596.000,0.000,0.400,1.000,0.800,0.833,0.125,100000.000,0.854
41430.000,47060597.000,0.000,0.000,1.000,1.045,0.629,0.368,0.923,0.642
41431.000,47060598.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.929
41432.000,47060599.000,0.143,0.111,0.857,0.889,0.618,0.222,0.591,0.771
41433.000,47060600.000,0.000,0.000,0.800,1.000,1.000,0.059,0.500,0.929
41434.000,47060601.000,0.000,0.000,1.000,1.000,0.444,0.231,0.833,0.769
41435.000,47060602.000,0.000,0.000,1.000,1.000,1.000,0.094,0.000,0.937
41436.000,47060603.000,NA,NA,NA,NA,NA,NA,NA,NA
41437.000,47060604.000,NA,NA,NA,NA,NA,NA,NA,NA
41438.000,47060605.000,0.000,0.500,0.800,0.750,0.625,0.250,2.000,0.750
41439.000,47060606.000,0.000,0.667,1.000,0.667,1.000,0.100,0.000,0.900
41440.000,47060607.000,0.000,0.000,1.000,1.000,0.750,0.167,0.000,0.833
41441.000,47060608.000,0.000,0.000,0.909,1.000,0.786,0.159,0.600,0.841
41442.000,47060609.000,0.000,0.333,1.000,1.000,0.462,0.169,1.400,0.818
41443.000,47060610.000,0.000,0.250,1.000,0.850,0.556,0.379,3.200,0.600
41444.000,47060611.000,0.000,0.133,0.937,0.867,0.800,0.500,0.667,0.500
41445.000,47060612.000,0.000,0.111,0.947,0.944,0.950,0.328,0.333,0.672
41446.000,47060613.000,NA,NA,NA,NA,NA,NA,NA,NA
41447.000,47060614.000,0.000,0.154,0.929,0.846,0.583,0.387,1.222,0.613
41448.000,47060615.000,0.000,0.286,1.000,0.714,0.778,0.409,1.000,0.636
41449.000,47060616.000,0.308,0.000,0.692,1.000,0.419,0.282,1.889,0.727
41450.000,47060617.000,0.250,0.167,0.750,0.917,0.640,0.362,0.692,0.623
41451.000,47060618.000,0.091,0.000,0.909,0.900,0.647,0.430,1.714,0.582
41452.000,47060619.000,0.455,0.000,0.545,0.833,0.759,0.319,0.615,0.670
41453.000,47060620.000,0.000,0.000,1.000,1.000,0.400,0.183,2.000,0.817
41454.000,47060621.000,0.000,0.000,1.000,1.000,0.571,0.071,0.750,0.918
41455.000,47060622.000,0.100,0.389,0.900,0.611,0.625,0.333,1.083,0.667
41456.000,47060623.000,0.000,0.333,1.200,0.667,0.833,0.400,0.000,0.667
41457.000,47060624.000,0.000,0.000,1.000,0.889,0.818,0.333,150000.000,0.667
41458.000,47060625.000,0.160,0.095,0.840,0.952,0.676,0.407,0.800,0.582
41459.000,47060626.000,0.000,0.400,1.000,0.800,1.000,0.192,0.000,0.808
41460.000,47060627.000,0.050,0.051,0.975,0.923,0.690,0.699,0.941,0.301
41461.000,47060628.000,0.138,0.148,0.931,0.852,0.659,0.463,1.000,0.537
41462.000,47060629.000,NA,NA,NA,NA,NA,NA,NA,NA
41463.000,47060630.000,0.087,0.227,0.957,0.727,0.622,0.394,3.750,0.606
41464.000,47060631.000,NA,NA,NA,NA,NA,NA,NA,NA
41465.000,47060632.000,0.000,0.000,0.000,0.000,0.000,0.167,100000.000,0.917
41466.000,47060635.000,NA,NA,NA,NA,NA,NA,NA,NA
41467.000,47060637.000,0.462,0.375,0.615,0.750,0.394,0.254,2.222,0.738
41468.000,47060638.000,0.000,0.000,0.000,100000.000,0.000,0.103,3.000,0.897
41469.000,47060639.000,0.500,1.000,0.500,0.000,0.364,0.145,1.600,0.855
41470.000,47060640.000,0.294,0.250,0.706,0.833,0.548,0.195,1.667,0.811
41471.000,47060641.000,0.000,1.000,0.909,0.000,0.440,0.200,2.500,0.792
41472.000,47060643.000,0.500,0.800,0.500,0.000,0.476,0.412,1.222,0.588
41473.000,47060644.000,0.000,1.000,1.000,0.000,0.167,0.167,1.833,0.833
41474.000,47060645.000,0.600,0.000,0.600,0.667,0.250,0.208,2.800,0.792
41475.000,47060646.000,0.400,0.700,0.667,0.400,0.469,0.274,2.833,0.718
41476.000,47060647.000,0.000,0.778,1.125,0.000,0.444,0.295,1.286,0.705
41477.000,47060648.000,0.000,0.500,1.333,0.750,0.429,0.123,1.500,0.877
41478.000,47060649.000,0.000,0.000,0.750,0.667,0.174,0.311,4.750,0.676
41479.000,47060650.000,0.105,0.412,0.895,0.588,0.396,0.593,3.625,0.395
41480.000,47060651.000,0.635,0.522,0.365,0.478,0.724,0.837,0.667,0.154
41481.000,47060652.000,0.627,0.607,0.373,0.357,0.688,0.681,0.576,0.319
41482.000,47060653.000,0.556,0.455,0.407,0.545,0.600,0.391,1.059,0.617
41483.000,47060654.000,0.333,0.583,0.667,0.417,0.486,0.394,1.818,0.606
41484.000,47060655.000,0.200,0.625,0.800,0.500,0.400,0.312,2.143,0.687
41485.000,47060656.000,0.571,0.429,0.500,0.571,0.500,0.329,2.167,0.671
41486.000,47060657.000,0.600,0.571,0.467,0.429,0.714,0.288,0.455,0.726
41487.000,47060658.000,0.656,0.333,0.344,0.667,0.726,0.840,0.605,0.170
41488.000,47060659.000,0.788,0.429,0.212,0.571,0.500,0.569,1.138,0.431
41489.000,47060660.000,0.200,0.000,0.800,0.875,0.189,0.530,2.867,0.470
41490.000,47060661.000,1.000,0.000,0.000,100000.000,0.762,0.488,0.235,0.512
41491.000,47060662.000,0.577,0.561,0.423,0.463,0.567,0.929,0.740,0.071
41492.000,47060663.000,0.632,0.429,0.368,0.571,0.422,0.429,1.136,0.581
41493.000,47060664.000,0.259,0.190,0.778,0.714,0.293,0.724,2.370,0.283
41494.000,47060668.000,0.308,0.222,0.692,0.778,0.260,0.243,2.643,0.757
41495.000,47060669.000,0.238,0.667,0.714,0.333,0.412,0.276,2.727,0.724
41496.000,47060671.000,0.083,0.130,0.958,0.870,0.706,0.207,3.667,0.793
41497.000,47060672.000,0.714,0.400,0.357,0.800,0.350,0.323,2.083,0.669
41498.000,47060673.000,0.133,0.385,0.867,0.615,0.300,0.422,2.593,0.574
41499.000,47060674.000,0.000,0.000,1.000,1.000,0.591,0.229,0.900,0.771
41500.000,47060675.000,0.000,0.500,1.000,0.500,0.364,0.187,1.687,0.813
41501.000,47060676.000,0.000,0.400,0.833,1.000,0.250,0.166,1.500,0.834
41502.000,47060677.000,0.421,0.300,0.526,0.800,0.292,0.392,3.357,0.608
41503.000,47060678.000,0.370,0.571,0.634,0.429,0.419,0.606,1.450,0.394
41504.000,47060680.000,0.250,0.667,0.750,0.333,0.381,0.259,1.300,0.753
41505.000,47060681.000,0.500,1.333,0.750,0.000,0.267,0.273,5.000,0.745
41506.000,47060682.000,0.176,0.214,0.824,0.786,0.405,0.472,2.273,0.528
41507.000,47060685.000,0.000,0.187,1.032,0.781,0.795,0.325,1.000,0.683
41508.000,47060688.000,0.000,0.000,1.000,0.913,0.821,0.389,1.000,0.611
41509.000,47060689.000,0.000,0.588,1.000,0.412,0.739,0.390,0.385,0.610
41510.000,47060694.000,NA,NA,NA,NA,NA,NA,NA,NA
41511.000,47060695.000,0.123,0.563,0.877,0.437,0.238,0.515,4.709,0.485
41512.000,47060696.000,0.333,0.278,0.667,0.722,0.220,0.370,2.462,0.623
41513.000,47060698.000,0.374,0.361,0.616,0.639,0.271,0.737,2.225,0.263
41514.000,47060699.000,0.250,0.500,1.000,0.500,0.348,0.271,2.800,0.729
41515.000,47060703.000,0.261,0.385,0.739,0.600,0.436,0.405,1.437,0.595
41516.000,47060704.000,0.320,0.512,0.680,0.482,0.330,0.748,2.045,0.252
41517.000,47062470.000,0.389,0.461,0.611,0.539,0.417,0.897,1.584,0.103
41518.000,47062471.000,0.000,0.133,1.000,1.000,0.937,0.195,0.000,0.793
41519.000,47062473.000,0.133,0.000,0.800,1.000,0.937,0.471,0.333,0.500
41520.000,47062479.000,0.000,0.000,1.000,1.000,0.960,0.236,0.154,0.755
41521.000,47062481.000,0.000,0.071,1.018,0.929,0.714,0.344,0.815,0.656
41522.000,47062483.000,0.000,0.250,1.000,0.750,1.000,0.076,0.000,0.924
41523.000,47062484.000,NA,NA,NA,NA,NA,NA,NA,NA
41524.000,47062485.000,0.000,0.087,1.000,0.870,0.657,0.380,0.647,0.620
41525.000,47062486.000,NA,NA,NA,NA,NA,NA,NA,NA
41526.000,47062487.000,0.070,0.103,0.907,0.923,0.878,0.454,0.350,0.546
41527.000,47062488.000,NA,NA,NA,NA,NA,NA,NA,NA
41528.000,47062489.000,NA,NA,NA,NA,NA,NA,NA,NA
41529.000,47062490.000,NA,NA,NA,NA,NA,NA,NA,NA
41530.000,47062491.000,0.000,0.000,1.000,1.000,0.870,0.225,0.667,0.775
41531.000,47062493.000,0.000,0.087,1.000,0.870,0.676,0.270,2.750,0.722
41532.000,47062495.000,0.031,0.132,0.969,0.868,0.784,0.513,0.646,0.487
41533.000,47062496.000,NA,NA,NA,NA,NA,NA,NA,NA
41534.000,47062498.000,0.000,0.000,1.000,0.833,0.353,0.405,1.000,0.619
41535.000,4707.000,0.144,0.400,0.856,0.600,0.475,0.382,1.336,0.618
41536.000,47070122.000,0.000,0.667,1.000,0.500,0.429,0.255,1.600,0.764
41537.000,47070123.000,0.057,0.242,0.943,0.727,0.921,0.322,0.500,0.678
41538.000,47070124.000,NA,NA,NA,NA,NA,NA,NA,NA
41539.000,47070125.000,0.000,0.667,1.000,0.444,0.900,0.345,0.000,0.621
41540.000,47070126.000,0.000,0.286,1.167,0.714,0.667,0.231,1.500,0.769
41541.000,47070127.000,NA,NA,NA,NA,NA,NA,NA,NA
41542.000,47070128.000,0.000,0.000,1.000,1.000,0.667,0.125,0.000,0.875
41543.000,47070129.000,0.000,0.000,1.000,0.000,0.500,0.308,0.667,0.769
41544.000,47070130.000,0.000,1.000,1.000,0.000,0.400,0.122,150000.000,0.854
41545.000,47070131.000,0.000,0.000,1.000,1.000,0.636,0.379,200000.000,0.621
41546.000,47070132.000,0.000,0.000,0.000,0.000,0.000,0.182,100000.000,0.818
41547.000,47070134.000,0.200,0.000,0.900,1.000,1.000,0.417,0.000,0.583
41548.000,47070135.000,NA,NA,NA,NA,NA,NA,NA,NA
41549.000,47070137.000,0.000,0.000,1.000,1.000,0.800,0.208,0.000,0.792
41550.000,47070138.000,0.000,0.000,1.000,0.750,0.889,0.429,0.000,0.524
41551.000,47070139.000,0.000,0.000,0.900,1.000,0.400,0.281,1.750,0.730
41552.000,47070140.000,0.047,0.333,0.977,0.643,0.473,0.576,1.920,0.430
41553.000,47070141.000,0.156,0.519,0.844,0.481,0.478,0.374,1.500,0.615
41554.000,47070142.000,0.263,0.357,0.737,0.714,0.528,0.353,1.143,0.647
41555.000,47070143.000,0.000,0.000,1.000,0.750,0.160,0.309,1.615,0.691
41556.000,47070144.000,0.000,0.471,1.000,0.529,0.607,0.301,0.687,0.699
41557.000,47070145.000,0.125,0.357,0.875,0.571,0.500,0.305,0.739,0.695
41558.000,47070146.000,0.000,0.000,1.000,1.000,0.273,0.324,4.000,0.676
41559.000,47070147.000,0.000,0.000,1.000,1.000,0.182,0.272,2.125,0.741
41560.000,47070148.000,0.000,0.619,1.000,0.429,0.583,0.404,1.143,0.573
41561.000,47070149.000,0.167,0.545,0.917,0.455,0.364,0.333,2.333,0.677
41562.000,47070150.000,0.286,0.455,0.786,0.455,0.389,0.444,3.000,0.580
41563.000,47070151.000,0.222,0.333,1.000,0.556,0.214,0.483,1.737,0.517
41564.000,47070152.000,0.000,0.375,1.000,0.625,0.421,0.328,1.091,0.655
41565.000,47070153.000,0.000,0.273,1.000,0.727,0.647,0.239,1.200,0.761
41566.000,47070154.000,0.000,0.400,1.111,0.600,0.391,0.354,2.333,0.646
41567.000,47070155.000,0.375,0.400,0.625,0.800,0.364,0.293,1.556,0.707
41568.000,47070156.000,0.000,0.625,1.000,0.375,0.242,0.458,1.471,0.542
41569.000,47070157.000,0.000,0.444,0.900,0.667,0.227,0.355,5.833,0.637
41570.000,47070158.000,0.400,0.556,0.600,0.444,0.375,0.381,2.083,0.610
41571.000,47070159.000,0.292,0.125,0.667,0.812,0.429,0.577,1.031,0.423
41572.000,47070160.000,0.786,0.667,0.214,0.667,0.437,0.337,1.286,0.663
41573.000,47070161.000,0.000,0.667,0.600,0.667,0.172,0.446,2.000,0.554
41574.000,47070162.000,0.000,0.500,1.000,0.500,0.533,0.375,1.077,0.637
41575.000,47070163.000,0.150,0.647,0.850,0.353,0.541,0.420,1.000,0.568
41576.000,47070164.000,0.364,0.385,0.591,0.692,0.512,0.439,1.000,0.571
41577.000,47070165.000,0.400,0.381,0.600,0.571,0.461,0.507,1.081,0.487
41578.000,47070166.000,0.476,0.500,0.476,0.500,0.420,0.397,1.933,0.603
41579.000,47070167.000,0.000,0.375,1.000,0.625,0.400,0.140,3.250,0.853
41580.000,47070168.000,0.162,0.310,0.853,0.690,0.391,0.455,1.750,0.542
41581.000,47070169.000,0.250,0.000,0.750,1.000,0.414,0.330,1.800,0.659
41582.000,47070170.000,0.261,0.500,0.783,0.500,0.622,0.457,0.812,0.543
41583.000,47070171.000,0.125,0.238,0.875,0.762,0.429,0.528,1.550,0.472
41584.000,47070172.000,0.500,0.400,0.625,0.400,0.421,0.284,2.000,0.716
41585.000,47070173.000,0.571,0.667,0.429,1.000,0.318,0.286,0.789,0.714
41586.000,47070174.000,0.286,0.286,1.000,0.714,0.241,0.392,1.400,0.622
41587.000,47070175.000,0.143,0.308,0.929,0.692,0.333,0.452,4.667,0.548
41588.000,47070176.000,0.000,0.600,0.952,0.400,0.467,0.469,1.389,0.521
41589.000,47070177.000,0.000,0.429,0.875,0.714,0.163,0.458,2.333,0.533
41590.000,47070178.000,0.333,0.000,0.833,0.800,0.231,0.286,3.333,0.725
41591.000,47070179.000,0.000,0.000,1.000,0.667,0.250,0.176,4.500,0.824
41592.000,47070180.000,0.000,0.360,1.000,0.600,0.431,0.532,0.971,0.468
41593.000,47070181.000,0.000,0.316,1.000,0.737,0.500,0.535,1.583,0.465
41594.000,47070182.000,0.182,0.444,0.818,0.556,0.289,0.442,1.800,0.558
41595.000,47070183.000,0.000,0.250,0.941,0.750,0.425,0.388,1.263,0.602
41596.000,47070184.000,0.154,0.636,0.846,0.364,0.448,0.349,1.455,0.651
41597.000,47070185.000,0.500,0.667,0.375,0.667,0.333,0.667,1.214,0.333
41598.000,47070186.000,0.300,0.625,0.800,0.250,0.323,0.323,3.000,0.667
41599.000,47070187.000,0.000,0.800,1.000,0.200,0.250,0.435,2.143,0.565
41600.000,47070188.000,0.400,0.600,0.667,0.400,0.405,0.398,1.105,0.613
41601.000,47070189.000,0.286,0.700,0.714,0.200,0.318,0.543,1.429,0.444
41602.000,47070190.000,0.000,0.500,1.000,0.375,0.444,0.234,0.833,0.766
41603.000,47070191.000,0.417,0.714,0.583,0.286,0.632,0.481,0.591,0.519
41604.000,47070192.000,0.226,0.458,0.774,0.583,0.431,0.511,1.242,0.482
41605.000,47070193.000,0.000,0.545,1.000,0.455,0.550,0.227,400000.000,0.773
41606.000,47070194.000,0.105,0.353,0.895,0.647,0.543,0.368,1.231,0.632
41607.000,47070195.000,0.086,0.727,0.943,0.212,0.365,0.568,2.179,0.432
41608.000,47070196.000,0.000,0.750,0.889,0.375,0.474,0.209,1.375,0.791
41609.000,47070197.000,0.000,0.222,1.000,0.889,0.562,0.432,0.875,0.568
41610.000,47070198.000,0.000,0.957,1.000,0.000,0.902,0.864,0.192,0.136
41611.000,47070199.000,0.000,0.300,1.111,0.600,0.220,0.427,1.824,0.573
41612.000,47070200.000,0.081,0.206,0.919,0.794,0.544,0.567,1.292,0.425
41613.000,47070201.000,0.500,0.455,0.458,0.455,0.600,0.506,0.739,0.494
41614.000,47070202.000,0.471,0.556,0.529,0.444,0.459,0.597,1.176,0.403
41615.000,47070203.000,0.111,0.437,0.889,0.562,0.321,0.487,2.111,0.530
41616.000,47070204.000,0.200,0.211,0.760,0.789,0.500,0.481,1.238,0.519
41617.000,47070205.000,0.000,0.000,1.000,1.000,0.600,0.111,1.333,0.900
41618.000,47070206.000,0.000,0.667,1.000,0.667,0.600,0.167,1.000,0.800
41619.000,47070207.000,0.111,0.471,0.944,0.529,0.900,0.206,0.286,0.804
41620.000,47070208.000,0.071,0.308,0.929,0.667,0.700,0.588,0.562,0.412
41621.000,47070209.000,0.057,0.412,0.971,0.559,0.814,0.566,0.348,0.434
41622.000,47070210.000,0.000,0.000,1.000,1.000,1.000,0.138,0.000,0.897
41623.000,47070211.000,0.105,0.294,0.895,0.706,0.655,0.518,0.550,0.482
41624.000,47070212.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.933
41625.000,47070213.000,NA,NA,NA,NA,NA,NA,NA,NA
41626.000,47070214.000,0.000,0.000,1.000,1.000,0.571,0.194,150000.000,0.806
41627.000,47070215.000,NA,NA,NA,NA,NA,NA,NA,NA
41628.000,47070216.000,0.333,0.000,0.667,1.000,1.000,0.140,0.000,0.837
41629.000,47070217.000,0.000,0.444,1.000,0.556,0.818,0.379,1.000,0.621
41630.000,47070218.000,0.000,0.462,0.929,0.615,0.538,0.283,1.500,0.728
41631.000,47070219.000,0.000,0.154,1.000,0.923,0.812,0.229,1.000,0.771
41632.000,47070220.000,0.000,0.000,1.000,0.667,0.750,0.571,100000.000,0.571
41633.000,47070221.000,0.000,0.214,1.000,0.786,0.824,0.370,0.154,0.630
41634.000,47070222.000,0.000,0.750,1.000,0.500,1.000,0.108,0.000,0.892
41635.000,47070223.000,0.000,0.000,0.000,100000.000,1.000,0.105,0.000,0.947
41636.000,47070224.000,0.000,0.000,1.000,1.000,0.857,0.137,0.000,0.882
41637.000,47070225.000,0.000,0.000,1.000,1.000,0.375,0.457,3.333,0.571
